id,device_id,tourist_id,api_key,firmware_version,battery_pct,last_heartbeat,active,created_at
16,BAND-00048-2019,48,485684a672cdfe40cd48e328ed6ffaba,2.1.0,51.6,2026-08-11 06:32:04,1,2026-07-19 01:30:00
17,BAND-00051-9532,51,b454abcdd9fa26186f3fa474b79aa177,2.1.0,87.6,2026-08-09 06:32:09,1,2026-07-26 23:00:00
18,BAND-00054-5445,54,1bb1870623474714b603ab6788842084,1.4.0,98.0,2026-09-05 18:19:31,1,2026-09-01 19:00:00
19,BAND-00056-3183,56,65a7bbe612ed84103e73fbdfa085fa1a,1.4.0,55.4,2026-09-05 18:20:29,1,2026-08-15 11:30:00
20,BAND-00060-7178,60,58dd22e1614bc716262484249d6dcb66,2.1.0,40.7,2026-08-04 06:57:19,0,2026-07-08 13:30:00
21,BAND-00061-6400,61,6e229f8bf008401d23f77da797304a32,2.1.0,82.2,2026-08-09 06:37:42,1,2026-08-06 05:15:00
22,BAND-00067-6321,67,70d5c3be797e98a71c39693062a4a526,2.1.0,56.0,2026-08-04 06:41:15,1,2026-07-22 06:00:00
23,BAND-00070-7296,70,12458ad7a6d9c43e13884fd64df2c9cf,2.0.1,91.4,2026-08-25 06:49:06,1,2026-08-20 05:30:00
24,BAND-00072-6092,72,ea7efb3042c9bbf3d2b61f7f7ec20cf5,1.0.0,73.8,2026-09-05 06:30:57,1,2026-08-08 15:00:00
25,BAND-00073-6258,73,274fabdec7aa8143f018e613cde78746,2.1.0,64.2,2026-08-18 06:39:16,1,2026-07-28 16:15:00
26,BAND-00075-1523,75,6d9ad4a0e3ccc11b63aef035cdd6e94d,3.0.0-beta,85.0,2026-08-20 06:43:43,1,2026-08-10 23:00:00
27,BAND-00083-8752,83,4307232cc80c1e1cb2be5b59d8c549f1,2.0.1,44.5,2026-08-13 06:46:12,1,2026-07-18 16:45:00
28,BAND-00084-2040,84,d2956ff3a6e874c7c37e63b17211aee3,2.1.4,49.8,2026-08-18 06:31:02,1,2026-07-23 13:45:00
29,BAND-00095-7898,95,f5c5fcfafc37c5354da665e4d5b6a0e1,2.1.4,88.4,2026-08-02 06:46:19,1,2026-07-14 19:30:00
30,BAND-00101-5108,101,24d8d46bb2ef93a8eb97f7ded9002d0d,1.2.3,56.1,2026-07-28 06:47:28,1,2026-07-05 21:00:00
31,BAND-00105-4454,105,d0e6ede37171653ebe57b110b2caf45d,2.1.0,70.1,2026-09-05 18:31:50,1,2026-08-17 15:30:00
32,BAND-00109-8414,109,b183a6571ee5022b11a7db64ba5f8685,2.1.4,53.8,2026-08-16 07:00:07,1,2026-08-03 11:45:00
33,BAND-00110-2632,110,70b2c939429fc23e12e4f70db0246855,3.0.0-beta,54.0,2026-09-01 06:51:27,1,2026-08-09 01:45:00
34,BAND-00111-5766,111,dae9bc790b476416aab22b8251d4080a,2.1.4,73.4,2026-08-12 06:44:37,1,2026-07-25 13:15:00
35,BAND-00113-1500,113,4b134f872756ad5910b0df6655af4832,1.4.0,40.6,2026-09-05 18:16:19,1,2026-08-20 03:15:00
36,BAND-00114-3805,114,39c31c95ad836177530aec3612b521f1,2.1.4,48.2,2026-07-28 06:53:41,1,2026-07-05 07:00:00
37,BAND-00116-5546,116,8591f4b0dda587be459f8dbdd81f5c60,1.4.0,64.3,2026-08-08 06:55:49,1,2026-07-24 21:15:00
38,BAND-00120-1622,120,33054de5b30430801625373b8b594fef,2.1.4,74.8,2026-09-05 18:22:38,1,2026-08-26 19:30:00
39,BAND-00122-1053,122,e7b1381c324793f667d20e3ef0a861d3,2.1.0,70.0,2026-09-04 06:56:40,0,2026-08-17 02:45:00
40,BAND-00125-7004,125,dd7e244098a471cf1115f870845b1368,1.4.0,57.5,2026-08-12 06:44:30,1,2026-07-25 14:30:00
41,BAND-00126-9728,126,aa6311f4956b32866d24916cb09321d4,1.2.3,38.2,2026-08-25 07:02:17,1,2026-07-30 21:15:00
42,BAND-00132-4052,132,c2a3b72c2c0053690ab275dd1a4586a3,2.0.1,41.4,2026-08-17 06:40:13,1,2026-07-29 00:45:00
43,BAND-00136-7805,136,5104a65963ae66630aedcca0f7feb67b,2.0.1,45.1,2026-08-25 07:00:22,1,2026-08-03 13:00:00
44,BAND-00141-6867,141,220a4026f4fbca9c2f28f183b44bf0b0,1.0.0,54.8,2026-08-29 06:42:43,0,2026-08-08 02:45:00
45,BAND-00143-9909,143,81a968e6c6fab0f91b59ace9dac9d293,1.4.0,64.1,2026-08-30 06:54:02,1,2026-08-18 23:45:00
46,BAND-00145-4212,145,438da43b2336cf5d8f13de49e6a063f5,2.0.1,36.5,2026-07-30 06:31:44,1,2026-07-04 12:15:00
47,BAND-00146-6995,146,e5839aa6455537df60005c4ab4cc90ef,2.1.4,80.5,2026-07-30 07:08:19,1,2026-07-25 14:15:00
48,BAND-00148-4485,148,74fa6a2f5150b87244cbd0201a73bbbe,2.1.0,97.6,2026-09-05 18:19:45,1,2026-08-27 00:00:00
49,BAND-00152-5597,152,1a8648c974779db37be16d8ca86cc2e5,2.1.4,47.0,2026-08-09 06:37:45,0,2026-07-25 18:00:00
50,BAND-00155-8963,155,12356c01162dd834900962ad68bdb1cb,1.4.0,57.7,2026-08-23 06:37:21,1,2026-08-02 03:15:00
51,BAND-00157-9091,157,bfa8aa979cc9deb721eb893800957d43,1.4.0,46.5,2026-08-25 06:44:26,1,2026-08-13 16:45:00
52,BAND-00159-8191,159,06fed81c7867680d00f23ea3c51bf175,2.1.0,54.3,2026-08-29 06:57:24,1,2026-08-05 03:15:00
53,BAND-00161-8720,161,20bfb1d9623ee1b20067d63ec628a787,2.1.4,91.4,2026-08-01 06:43:46,0,2026-07-16 02:30:00
54,BAND-00163-1228,163,393074187c9892ca95693c34869c2e7c,1.0.0,90.9,2026-08-01 06:44:09,1,2026-07-12 13:30:00
55,BAND-00165-4253,165,2f05deceff1fd12a1a51f4dec64905d0,1.4.0,51.1,2026-08-10 06:41:35,1,2026-07-27 12:30:00
56,BAND-00169-1493,169,3a7ed00067c3e124d6041c40f4781491,3.0.0-beta,64.0,2026-08-27 06:40:12,1,2026-08-02 04:00:00
57,BAND-00178-7058,178,2dcfa812c6ac1ed4c65aa4344ca49278,1.4.0,56.3,2026-08-15 06:54:44,1,2026-07-27 08:15:00
58,BAND-00184-8796,184,d79c79a376ae5a390c4abb435a3c0b62,2.1.0,63.0,2026-08-18 06:33:12,1,2026-07-24 15:00:00
59,BAND-00185-9220,185,2e36da5ec554bfb8a50e20030d5366f0,1.2.3,54.3,2026-08-18 06:55:46,1,2026-07-28 14:45:00
60,BAND-00188-1296,188,74951c11f950cbd5fec58699910de574,2.1.0,95.3,2026-09-03 06:33:54,1,2026-07-28 11:45:00
61,BAND-00190-5985,190,bf42aaa09b11cbdd24b951d33cc88929,2.0.1,72.2,2026-08-22 06:39:25,1,2026-08-09 03:15:00
62,BAND-00191-6842,191,a2af68881b8c6d225786ffe5dc07fb4d,3.0.0-beta,53.5,2026-08-31 06:52:04,1,2026-08-07 07:15:00
63,BAND-00196-4744,196,bfb7a8f0517351ab8d0e47b2a0169961,2.1.4,64.8,2026-08-01 06:44:56,1,2026-07-12 11:15:00
64,BAND-00199-8041,199,1f23ba0186dfab325ec246d53cc54eef,1.0.0,45.8,2026-08-26 06:49:22,1,2026-08-21 13:45:00
65,BAND-00200-9320,200,88fdf3c85bfef357abe9973e2209a929,1.0.0,59.3,2026-08-28 06:44:25,1,2026-08-15 22:30:00
66,BAND-00201-7026,201,1dcbe7d62c1e14aa5b4ab2d9320ff8cc,1.4.0,71.9,2026-08-02 06:44:54,1,2026-07-09 03:45:00
67,BAND-00203-4572,203,3662a5b2f9faf4366dbf6e5531d39929,3.0.0-beta,61.1,2026-08-15 06:37:17,1,2026-07-30 02:45:00
68,BAND-00207-3947,207,a3dfbf9697de52744583a2decd588f2d,2.1.0,63.8,2026-09-02 06:42:26,1,2026-08-15 06:45:00
69,BAND-00208-6494,208,7ee85b9fc0d2fbe85686567f801b27a3,1.2.3,65.4,2026-08-17 06:51:15,1,2026-07-30 09:45:00
70,BAND-00213-5610,213,180ec2cb70c8439420ec2aed04d6d8c7,2.1.0,52.6,2026-08-01 06:58:08,1,2026-07-06 10:00:00
71,BAND-00214-4778,214,9bc1d8ecc267ef4e0cf040298c955718,1.4.0,44.0,2026-09-05 18:35:22,1,2026-08-17 00:00:00
72,BAND-00216-4978,216,916828c37ecc8723b27ce795c6a790d8,3.0.0-beta,95.1,2026-08-12 06:45:46,1,2026-08-03 03:00:00
73,BAND-00219-2173,219,6eb835978dac88dd018600812fbb498d,1.2.3,39.9,2026-07-30 06:54:09,1,2026-07-08 00:30:00
74,BAND-00221-9341,221,486b8a5ce21591118c43c1d1bff771f4,1.2.3,68.6,2026-08-31 06:36:16,1,2026-08-05 07:00:00
75,BAND-00225-1057,225,1b267f1b8a888f52cbb9f1c639b0e867,2.1.0,94.0,2026-09-02 06:41:17,1,2026-08-09 09:15:00
76,BAND-00226-4827,226,67022e0c50cc901c5cfe991e1411226c,1.2.3,95.0,2026-09-03 06:36:41,1,2026-08-17 11:30:00
77,BAND-00230-1372,230,b51eb946ce58d51ec1b1f5ffe8f46168,3.0.0-beta,42.8,2026-08-12 06:50:50,1,2026-07-13 00:15:00
78,BAND-00231-5907,231,598a55beade0743a69b679e83312a823,1.0.0,44.3,2026-08-08 06:40:55,0,2026-08-01 07:45:00
79,BAND-00233-4580,233,5b35f5e9f3929aa49d226a0972182110,2.1.0,83.9,2026-08-12 06:48:48,1,2026-08-03 13:00:00
80,BAND-00235-1751,235,ce9d551db3e585be0641f14fc569cd8f,2.1.4,50.2,2026-07-30 06:34:48,1,2026-07-07 08:30:00
81,BAND-00237-1292,237,5a06141ce8c120a7588b4bb06481a393,2.1.0,62.4,2026-08-22 06:31:29,1,2026-08-04 09:15:00
82,BAND-00240-3474,240,b6b8c2fe63d97f26ddb1501e6b1cc22c,2.1.0,58.3,2026-08-12 07:05:11,1,2026-07-25 09:00:00
83,BAND-00245-8297,245,55ddbf7f4cb2338ac33cabf4571ff679,1.4.0,50.3,2026-07-26 07:01:08,1,2026-07-22 20:00:00
84,BAND-00247-7333,247,e2c4da82ecf614a2ccca5172c437b1f8,1.4.0,72.6,2026-08-31 06:38:03,1,2026-08-15 00:45:00
85,BAND-00250-2955,250,324aeba183314af59622b6e11a9a0808,2.0.1,73.0,2026-09-05 06:59:18,1,2026-08-14 16:30:00
86,BAND-00252-9715,252,d1e60ffb2760ff7fb83c8145b344c7fc,2.1.0,86.6,2026-08-11 06:37:34,1,2026-07-29 10:15:00
87,BAND-00256-2214,256,6d5f86f28b4709e3f00168cedc58479e,1.4.0,70.3,2026-09-05 18:25:21,1,2026-08-19 03:30:00
88,BAND-00260-6043,260,91f44a80a53722e1d1e7c08ddc1ac917,1.2.3,81.8,2026-09-05 18:34:16,1,2026-08-24 19:45:00
89,BAND-00261-7501,261,33aeac818c8d32af9ab119bec6548c01,1.2.3,40.6,2026-08-01 06:43:57,1,2026-07-07 12:45:00
90,BAND-00263-3512,263,d650703920bdcebb1ce36e5dddf9ebdf,1.0.0,76.4,2026-07-30 06:43:47,1,2026-07-16 18:45:00
91,BAND-00264-1731,264,acdb76a158e0ec213d5f6d9468397b85,2.0.1,37.4,2026-08-12 07:00:32,1,2026-07-22 10:30:00
92,BAND-00270-7536,270,8ecaadaf3613140fc6c8aeb7ab0ceb7e,1.4.0,63.6,2026-09-04 06:43:10,1,2026-08-20 09:15:00
93,BAND-00271-1129,271,4f8a13ab15941d1330f396ad0b666ff5,1.4.0,44.3,2026-08-05 06:32:37,1,2026-07-28 21:00:00
94,BAND-00275-6879,275,120ec4093c07783b51e8948004caf80e,2.1.0,68.1,2026-08-20 06:33:19,1,2026-08-12 04:15:00
95,BAND-00279-4880,279,1a8e9976ff506e3dcb21934c551d5850,2.1.0,49.5,2026-08-09 06:53:27,1,2026-07-20 20:00:00
96,BAND-00282-3938,282,0b1b71f8747d1c6e709546e021e97361,2.1.4,53.0,2026-08-10 07:04:37,1,2026-07-19 19:45:00
97,BAND-00284-3902,284,602ef94d78ff281e5c7f7c71209d29ad,1.0.0,36.5,2026-09-05 18:17:28,1,2026-08-27 22:15:00
98,BAND-00286-8124,286,87e924fdb0ca49a572d248b33fa3b9ea,1.2.3,81.0,2026-09-05 18:32:20,1,2026-08-17 00:00:00
99,BAND-00293-2250,293,92e1c73816770271e60a5d510516beef,1.4.0,56.0,2026-08-04 06:53:01,0,2026-07-11 09:30:00
100,BAND-00294-6750,294,e39332b6a67d93054767760ffcaeb7ab,1.0.0,66.2,2026-07-26 06:45:44,1,2026-07-14 16:30:00
101,BAND-00295-4228,295,07aee2acf32fa809e70822f063622f90,1.4.0,76.4,2026-08-29 06:45:25,1,2026-08-12 18:00:00
102,BAND-00297-1291,297,2cd6025611dda1a1194d361b462af79f,2.0.1,90.6,2026-08-10 06:35:55,1,2026-07-18 21:45:00
103,BAND-00300-9792,300,319a6d3df6ba50b0b0d32631536089f0,1.2.3,67.8,2026-08-29 06:38:01,1,2026-08-04 13:00:00
104,BAND-00307-6657,307,1da53e981514345a1c7a49e6031e24d9,2.1.4,56.4,2026-09-05 18:30:58,1,2026-08-30 19:00:00
105,BAND-00309-7606,309,2dc0734e2802156acc1c211089782f62,1.4.0,42.9,2026-08-23 06:31:10,1,2026-08-12 14:00:00
106,BAND-00312-1971,312,0418d99fba9faf26a13930855b11c3a5,1.2.3,84.1,2026-09-05 18:21:26,1,2026-08-31 22:15:00
107,BAND-00314-6111,314,fe9f50883685a5ceaad5160846e2c458,2.1.0,41.2,2026-09-05 18:14:11,1,2026-08-31 12:45:00
108,BAND-00316-4250,316,b4a1fc0586082ba38c67c4c05b5704e0,1.4.0,94.4,2026-08-12 06:46:02,1,2026-07-17 16:30:00
109,BAND-00318-1646,318,2805bdc8521501ec44e4293b8cb7d385,2.0.1,77.0,2026-09-05 18:27:20,1,2026-08-29 12:15:00
110,BAND-00320-6204,320,d44dca737a15b0e160db3b5e6fbafb25,3.0.0-beta,76.0,2026-08-12 06:59:56,1,2026-07-23 05:00:00
111,BAND-00322-5106,322,0118493725fd7d3457b50dec2a6a3a2f,2.1.0,37.9,2026-08-01 06:36:26,1,2026-07-15 01:45:00
112,BAND-00325-6714,325,d85a065c14e53571130332bccae88a7c,1.2.3,53.5,2026-08-23 06:47:23,0,2026-08-03 00:15:00
113,BAND-00329-7966,329,df827044f80d93245ac8203052a1081b,3.0.0-beta,96.8,2026-09-05 06:30:48,0,2026-08-17 16:15:00
114,BAND-00330-2914,330,719ade923d7d6d73328d480375636113,1.4.0,86.9,2026-08-21 06:31:54,1,2026-07-24 15:45:00
115,BAND-00336-6237,336,288dfe502674b8e26e6dfd94a0fb3302,2.1.4,97.6,2026-08-19 06:34:49,1,2026-08-01 10:30:00
116,BAND-00337-4051,337,0903bec43dcb2c29529b45cefdf2a2e1,1.2.3,81.1,2026-08-19 06:50:41,1,2026-08-08 04:45:00
117,BAND-00341-9483,341,2d8a811bd15ff8cf62a4364d4ea54c75,2.1.0,65.2,2026-09-05 18:37:03,1,2026-08-08 09:45:00
118,BAND-00347-1885,347,cf5c2b5f052f20fb7fad7af7e93d5626,3.0.0-beta,92.0,2026-08-01 06:37:03,1,2026-07-13 05:30:00
119,BAND-00350-4135,350,35465902f0fa54bfa96a3bfb60d7e82e,1.4.0,74.4,2026-08-03 06:46:16,1,2026-07-12 16:00:00
120,BAND-00356-2328,356,3c86b2c4b93386d59e9b228f761c0102,1.2.3,53.4,2026-09-05 06:49:18,1,2026-08-07 16:00:00
121,BAND-00361-1143,361,060bc0f5fd11fc5d88ac6ffb1d0b3dfd,1.2.3,83.6,2026-08-22 07:01:52,1,2026-07-29 17:00:00
122,BAND-00366-4196,366,e3eb9d653ccd19440dd738376ccf3031,2.1.4,57.6,2026-08-08 06:39:59,1,2026-07-16 09:45:00
123,BAND-00368-8899,368,1a85b9eddabf56f3a490efae5d6be34f,2.1.0,92.5,2026-08-28 06:53:25,1,2026-08-01 15:15:00
124,BAND-00379-3112,379,dbbbdd52a136d076ba33803e1d0f0a58,2.1.4,97.5,2026-09-05 18:32:25,1,2026-08-08 12:15:00
125,BAND-00380-4246,380,184e581b214f539ba2fb9b1821c98eff,1.4.0,48.6,2026-08-27 06:54:43,1,2026-08-14 03:30:00
126,BAND-00382-4155,382,92258ac2384acc818c5bc14b8581980b,2.1.4,65.4,2026-08-01 06:54:04,1,2026-07-20 21:45:00
127,BAND-00391-7217,391,a26c27fb72c0b9573afc0749634274aa,2.0.1,47.6,2026-08-30 07:00:17,1,2026-08-12 12:30:00
128,BAND-00395-7407,395,aa409f69bca783ef7b79f3def87e5a11,3.0.0-beta,76.3,2026-08-16 06:35:45,1,2026-08-08 16:30:00
129,BAND-00398-1631,398,0f23452c056019c6728d1a21ba79f82c,3.0.0-beta,64.4,2026-08-18 07:01:06,1,2026-08-08 05:15:00
130,BAND-00401-3199,401,ce6096af1c67654cfcfe1f94c91f6830,3.0.0-beta,53.0,2026-07-31 06:33:11,1,2026-07-07 18:15:00
131,BAND-00403-3921,403,40a4ec401785864a11ddd47fa136f617,1.4.0,94.9,2026-08-22 06:46:06,1,2026-08-16 15:00:00
132,BAND-00405-9610,405,3a1fe819513338bdeaebc80615ea57c8,2.1.0,36.5,2026-09-05 06:33:23,1,2026-08-16 13:15:00
133,BAND-00407-4980,407,9401b9372dc585cc8328bda355f23ea9,1.4.0,87.3,2026-08-29 06:43:46,1,2026-07-30 20:45:00
134,BAND-00408-9954,408,09ce0a42b79e24613614f100762b2dc3,2.1.4,93.2,2026-07-25 06:43:45,1,2026-07-10 20:45:00
135,BAND-00410-3392,410,4ffe7dc8ab51c6d0e668085a69147386,2.1.0,92.2,2026-09-03 06:45:03,1,2026-08-10 23:30:00
136,BAND-00412-9642,412,762c9b0f5a030aff10629e15b939fc10,3.0.0-beta,51.4,2026-07-30 06:33:09,1,2026-07-24 20:00:00
137,BAND-00418-3607,418,8e67efe3a8dec0fe780a848b3698b4a7,2.0.1,78.3,2026-08-06 06:47:04,1,2026-07-28 04:15:00
138,BAND-00419-1792,419,83fc445c2cb4169429b95f71729d2bae,2.1.4,71.0,2026-08-19 06:42:58,0,2026-07-30 07:45:00
139,BAND-00426-9335,426,fd586eea571facd49b761eb7d52406a1,1.2.3,99.4,2026-08-11 06:32:47,1,2026-07-13 22:15:00
140,BAND-00436-2356,436,af1862d0f59eed080da7806e6114998e,2.1.4,86.6,2026-08-22 06:30:07,1,2026-08-12 08:30:00
141,BAND-00440-5713,440,fd046aecdb3c3a88e3b84a907f6056a1,1.2.3,96.5,2026-08-03 06:53:16,1,2026-07-28 06:15:00
142,BAND-00442-6048,442,46f18e13cad4d298f8836e4342230bc6,1.0.0,61.3,2026-09-05 18:26:25,0,2026-08-16 11:30:00
143,BAND-00443-3203,443,7810a093b4102b0008b302034f5d3c2e,2.0.1,62.7,2026-08-11 06:45:59,1,2026-07-25 04:30:00
144,BAND-00447-8127,447,853c49119fd16fa047c86cf96c19d946,2.0.1,48.3,2026-08-16 06:39:13,1,2026-08-03 17:30:00
145,BAND-00451-2334,451,1b73c7520d1fbdf4abb1ce3245964dec,3.0.0-beta,56.6,2026-08-14 06:56:14,1,2026-07-31 03:15:00
146,BAND-00456-2425,456,9309ce312da37480208b101b4481bad1,3.0.0-beta,78.6,2026-08-24 06:47:58,1,2026-08-02 17:30:00
147,BAND-00457-9019,457,b4f3c8da686e1ac516cce4cca1da8662,3.0.0-beta,85.7,2026-08-02 06:49:06,1,2026-07-13 19:45:00
148,BAND-00465-3530,465,ff90a6a72c4b835cb3cde264d57f0154,2.1.4,75.7,2026-08-19 07:01:17,1,2026-07-29 15:30:00
149,BAND-00476-2723,476,aefe9d21d95936cd3ee2e7cfbe354f7e,2.1.0,82.4,2026-09-05 18:20:49,1,2026-08-23 19:45:00
150,BAND-00478-9403,478,32d1c660369457e58686ebcc16ba0024,1.4.0,59.4,2026-08-05 06:35:52,0,2026-07-13 03:00:00
151,BAND-00481-9582,481,fc63fe6d16fe433f9c4cc74fbc2d3424,2.1.0,58.5,2026-08-19 06:41:09,0,2026-08-07 12:30:00
152,BAND-00485-2430,485,668605979d55a4e77c9e1802ea3cdd70,2.1.4,38.9,2026-08-18 06:32:09,1,2026-08-07 11:45:00
153,BAND-00488-4693,488,93dc0bbe18d84834fb3c1c34fdc1ca8a,2.1.4,79.3,2026-08-05 06:48:27,0,2026-07-26 10:30:00
154,BAND-00490-4263,490,8899f243de370b1d3dcbc05942e4f221,1.2.3,93.0,2026-08-23 06:46:17,1,2026-07-26 18:45:00
155,BAND-00492-7823,492,5fb9129b37a2146e4f367b87a71b9771,1.2.3,86.7,2026-08-19 06:54:56,1,2026-08-02 19:00:00
156,BAND-00498-4644,498,867b687e29219e1d5f97199594806f6e,1.2.3,58.1,2026-08-26 06:54:47,1,2026-08-19 09:15:00
157,BAND-00500-2744,500,78ea46bd0413d9778bf940fbb48e5b45,3.0.0-beta,40.8,2026-08-10 06:38:00,1,2026-07-27 22:45:00
158,BAND-00503-8194,503,3114610de4447e21febda16d1464f4ad,1.2.3,65.3,2026-08-29 07:02:48,1,2026-08-19 04:45:00
159,BAND-00504-6314,504,796c9cac80292e57ed6eb696e253cbdf,2.1.4,63.7,2026-08-06 06:35:37,1,2026-07-31 04:30:00
160,BAND-00505-7258,505,b85bae49beb4114595f4824e82e0b96b,2.1.0,73.4,2026-08-15 06:39:21,1,2026-08-03 13:45:00
161,BAND-00510-4382,510,f089406e5cbe53b290ece42117b784c8,2.1.4,68.2,2026-08-20 06:35:48,1,2026-07-27 19:15:00
162,BAND-00514-5674,514,5718572f78f1bf40d69d861cc5b90df3,1.4.0,35.5,2026-08-16 06:59:45,1,2026-07-26 13:30:00
163,BAND-00519-9758,519,8ee6b56c7c5eabbfeb2adbd7365b7189,2.0.1,98.9,2026-08-03 06:47:13,1,2026-07-10 06:00:00
164,BAND-00520-3760,520,a670e87c0d27d0950f4f9eb702054cf2,3.0.0-beta,79.2,2026-08-02 06:49:12,1,2026-07-24 05:30:00
165,BAND-00521-3255,521,f7aa1feb193214052969a79d9923b983,1.4.0,42.0,2026-08-08 06:55:07,1,2026-07-22 20:30:00
166,BAND-00522-8499,522,60abfce78901af6079edefc536ea443e,2.1.4,94.5,2026-08-11 06:55:51,1,2026-07-20 10:45:00
167,BAND-00528-9580,528,72dbd44d5b73a93435468e7a7974fd3c,2.1.4,65.1,2026-07-29 06:47:47,1,2026-07-07 01:30:00
168,BAND-00532-6065,532,3caccadfb681c5bb03069c857a380b4b,1.0.0,90.6,2026-09-05 18:27:55,1,2026-08-18 13:30:00
169,BAND-00536-7968,536,ee4892d72007bc68f21fffd980a88b85,1.4.0,37.6,2026-09-02 06:34:18,1,2026-08-20 04:00:00
170,BAND-00540-4018,540,360b04a6154a3ac51dd7af6187f1a62c,3.0.0-beta,41.6,2026-08-02 06:40:52,1,2026-07-16 22:30:00
171,BAND-00545-6575,545,d531ebe76395d11e9a66012b9668af8f,2.1.4,82.9,2026-08-09 06:41:48,1,2026-07-19 02:45:00
172,BAND-00549-3396,549,9d3ced20ce2e4f059a6c095262ca190a,2.1.0,92.9,2026-08-03 07:00:54,1,2026-07-07 12:45:00
173,BAND-00550-9549,550,e72d92e5428d0426884c7e13153ab001,1.0.0,63.3,2026-08-08 06:49:23,1,2026-07-14 17:45:00
174,BAND-00553-8902,553,93bcade377bcb2662520c9b31a633b8e,3.0.0-beta,78.6,2026-08-27 06:38:19,1,2026-07-31 06:45:00
175,BAND-00557-5985,557,c12cf1feddde0fec9d28399621deab6a,2.0.1,98.0,2026-09-05 18:30:31,1,2026-08-30 05:00:00
176,BAND-00559-2005,559,1d952a3cae0e94ed177fa1482af061af,2.1.0,77.9,2026-08-14 06:52:13,0,2026-07-24 04:15:00
177,BAND-00564-6072,564,254622774f65fc8861474560700796bc,1.0.0,63.5,2026-07-26 06:56:56,0,2026-07-18 09:45:00
178,BAND-00566-7507,566,4c9525bf70b5182a045a3990f316bebe,1.2.3,96.4,2026-08-18 06:47:29,1,2026-07-30 19:30:00
179,BAND-00568-8848,568,d828ae20a778a3f3307f7fcfb7c50644,1.0.0,58.2,2026-08-05 06:40:31,1,2026-07-20 12:45:00
180,BAND-00570-1666,570,c88fd93c912e5e6555b99c412e92979b,3.0.0-beta,84.4,2026-07-28 06:45:30,1,2026-06-30 18:45:00
181,BAND-00572-3255,572,f554cef8c1cec9242011fd8718955469,2.1.4,39.0,2026-09-05 06:54:38,1,2026-08-15 01:45:00
182,BAND-00574-9496,574,237eaf090513c11c0f8f5a09d959113b,1.0.0,45.2,2026-08-09 06:50:05,1,2026-07-24 20:30:00
183,BAND-00575-1514,575,07b21df3d222038f5ed2c32c91a131b8,1.4.0,57.1,2026-08-06 06:31:52,1,2026-07-26 09:30:00
184,BAND-00576-2624,576,e2eb5f3c1676932cd8f0c04f7f604c19,1.0.0,71.9,2026-08-06 06:59:18,1,2026-07-29 23:30:00
185,BAND-00578-9326,578,792f51e94e0c8ba04cfdf53308e77468,2.0.1,49.1,2026-09-02 06:34:44,1,2026-08-07 03:30:00
186,BAND-00580-7530,580,ae399b0a97c10771ac93705417acd248,1.4.0,99.5,2026-08-14 07:01:39,1,2026-07-08 07:00:00
187,BAND-00581-5985,581,c10aca2c2070c20eba922305edfd7ee3,2.0.1,59.1,2026-08-05 06:50:31,1,2026-07-17 03:45:00
